donation_id,donor_id,case_id,amount,date
DONATION-0833,DONOR-092,CASE-0137,1660.05,2026-06-25
DONATION-0834,DONOR-069,CASE-0367,1472.47,2026-09-06
DONATION-0835,DONOR-087,CASE-0059,2108.30,2026-05-01
DONATION-0836,DONOR-059,CASE-0236,1500.99,2026-05-11
DONATION-0837,DONOR-087,CASE-0430,1770.55,2026-04-27
DONATION-0838,DONOR-044,CASE-0455,1385.46,2026-04-26
DONATION-0839,DONOR-042,CASE-0153,387.78,2026-08-04
DONATION-0840,DONOR-051,CASE-0466,412.91,2025-11-21
DONATION-0841,DONOR-087,CASE-0358,1749.90,2025-12-04
DONATION-0842,DONOR-029,CASE-0444,717.16,2026-08-30
DONATION-0843,DONOR-059,CASE-0255,157.25,2026-08-26
DONATION-0844,DONOR-061,CASE-0132,2335.86,2025-11-28
DONATION-0845,DONOR-028,CASE-0247,1476.81,2025-05-19
DONATION-0846,DONOR-072,CASE-0111,1457.53,2025-11-20
DONATION-0847,DONOR-049,CASE-0055,676.41,2025-08-02
DONATION-0848,DONOR-062,CASE-0234,208.58,2026-06-04
DONATION-0849,DONOR-088,CASE-0164,1137.97,2025-12-29
DONATION-0850,DONOR-098,CASE-0307,798.46,2025-06-20
DONATION-0851,DONOR-038,CASE-0136,253.96,2026-06-04
DONATION-0852,DONOR-009,CASE-0479,507.77,2025-06-22
DONATION-0853,DONOR-073,CASE-0102,802.55,2026-07-21
DONATION-0854,DONOR-034,CASE-0269,1586.29,2026-07-21
DONATION-0855,DONOR-011,CASE-0427,966.17,2026-08-31
DONATION-0856,DONOR-027,CASE-0277,433.42,2026-07-13
DONATION-0857,DONOR-061,CASE-0163,2135.56,2026-06-25
DONATION-0858,DONOR-025,CASE-0080,2315.46,2026-07-24
DONATION-0859,DONOR-050,CASE-0444,1182.87,2026-07-12
DONATION-0860,DONOR-061,CASE-0443,1133.89,2026-01-25
DONATION-0861,DONOR-085,CASE-0049,758.62,2026-01-23
DONATION-0862,DONOR-088,CASE-0149,418.53,2026-07-26
DONATION-0863,DONOR-099,CASE-0443,1351.64,2026-05-22
DONATION-0864,DONOR-090,CASE-0223,2398.01,2026-02-01
DONATION-0865,DONOR-027,CASE-0228,2134.05,2026-09-03
DONATION-0866,DONOR-061,CASE-0473,642.15,2026-08-18
DONATION-0867,DONOR-003,CASE-0291,2106.98,2026-05-05
DONATION-0868,DONOR-045,CASE-0360,1220.23,2026-08-25
DONATION-0869,DONOR-025,CASE-0188,261.17,2026-07-02
DONATION-0870,DONOR-010,CASE-0041,1990.26,2026-08-21
DONATION-0871,DONOR-039,CASE-0412,2212.25,2025-11-23
DONATION-0872,DONOR-048,CASE-0008,2370.96,2025-07-27
DONATION-0873,DONOR-006,CASE-0038,50.03,2025-06-04
DONATION-0874,DONOR-080,CASE-0496,287.27,2026-08-27
DONATION-0875,DONOR-088,CASE-0212,1720.61,2026-07-10
DONATION-0876,DONOR-034,CASE-0013,2408.77,2026-01-20
DONATION-0877,DONOR-005,CASE-0142,436.56,2026-09-05
DONATION-0878,DONOR-092,CASE-0015,1553.78,2025-09-02
DONATION-0879,DONOR-030,CASE-0216,1248.66,2026-05-08
DONATION-0880,DONOR-044,CASE-0452,2061.60,2026-04-07
DONATION-0881,DONOR-046,CASE-0458,649.18,2026-07-04
DONATION-0882,DONOR-079,CASE-0202,868.60,2026-07-23
DONATION-0883,DONOR-024,CASE-0367,2254.49,2026-05-30
DONATION-0884,DONOR-038,CASE-0408,1949.44,2026-01-19
DONATION-0885,DONOR-036,CASE-0273,2024.11,2026-03-19
DONATION-0886,DONOR-081,CASE-0123,2222.51,2026-04-05
DONATION-0887,DONOR-017,CASE-0053,1505.38,2026-06-30
DONATION-0888,DONOR-077,CASE-0025,469.70,2026-08-09
DONATION-0889,DONOR-018,CASE-0340,1362.50,2026-04-05
DONATION-0890,DONOR-061,CASE-0329,2240.79,2026-08-09
DONATION-0891,DONOR-074,CASE-0438,1002.02,2026-09-02
DONATION-0892,DONOR-044,CASE-0163,908.79,2026-08-20
DONATION-0893,DONOR-066,CASE-0205,1709.58,2026-08-23
DONATION-0894,DONOR-069,CASE-0152,851.90,2026-09-09
DONATION-0895,DONOR-004,CASE-0441,1815.22,2026-08-27
DONATION-0896,DONOR-006,CASE-0124,722.08,2026-06-16
DONATION-0897,DONOR-024,CASE-0253,399.28,2026-04-08
DONATION-0898,DONOR-022,CASE-0334,1467.10,2026-05-12
DONATION-0899,DONOR-025,CASE-0451,1221.81,2026-06-09
DONATION-0900,DONOR-015,CASE-0473,435.78,2026-06-17
DONATION-0901,DONOR-062,CASE-0395,1509.20,2026-05-28
DONATION-0902,DONOR-016,CASE-0497,2225.31,2025-07-01
DONATION-0903,DONOR-056,CASE-0478,97.15,2026-08-28
DONATION-0904,DONOR-032,CASE-0113,602.19,2026-07-26
DONATION-0905,DONOR-077,CASE-0119,322.78,2026-02-08
DONATION-0906,DONOR-056,CASE-0009,197.04,2026-09-05
DONATION-0907,DONOR-019,CASE-0400,778.03,2025-12-22
DONATION-0908,DONOR-074,CASE-0498,541.13,2026-05-27
DONATION-0909,DONOR-099,CASE-0322,2346.69,2026-09-03
DONATION-0910,DONOR-006,CASE-0098,1097.50,2026-04-20
DONATION-0911,DONOR-062,CASE-0363,484.80,2026-05-12
DONATION-0912,DONOR-073,CASE-0265,1815.88,2026-03-02
DONATION-0913,DONOR-089,CASE-0084,93.64,2026-07-17
DONATION-0914,DONOR-040,CASE-0107,986.00,2025-04-30
DONATION-0915,DONOR-095,CASE-0186,1278.75,2025-09-02
DONATION-0916,DONOR-004,CASE-0473,879.08,2026-06-20
DONATION-0917,DONOR-015,CASE-0172,1102.87,2025-12-07
DONATION-0918,DONOR-025,CASE-0217,132.04,2026-09-04
DONATION-0919,DONOR-003,CASE-0151,726.34,2026-05-12
DONATION-0920,DONOR-019,CASE-0209,1733.71,2026-07-15
DONATION-0921,DONOR-012,CASE-0030,423.31,2026-03-30
DONATION-0922,DONOR-027,CASE-0283,80.03,2025-08-09
DONATION-0923,DONOR-005,CASE-0488,1133.05,2025-12-07
DONATION-0924,DONOR-073,CASE-0150,2190.43,2025-12-19
DONATION-0925,DONOR-060,CASE-0145,1608.74,2025-09-12
DONATION-0926,DONOR-047,CASE-0355,1537.28,2025-07-18
DONATION-0927,DONOR-095,CASE-0413,1364.42,2025-12-12
DONATION-0928,DONOR-081,CASE-0204,2036.95,2026-07-13
DONATION-0929,DONOR-021,CASE-0382,1587.06,2026-06-15
DONATION-0930,DONOR-035,CASE-0139,2268.93,2026-05-07
DONATION-0931,DONOR-022,CASE-0092,1792.55,2026-08-11
DONATION-0932,DONOR-091,CASE-0163,169.21,2026-06-28
DONATION-0933,DONOR-086,CASE-0233,1534.80,2026-06-09
DONATION-0934,DONOR-053,CASE-0412,1854.80,2026-02-26
DONATION-0935,DONOR-012,CASE-0326,2028.95,2026-06-20
DONATION-0936,DONOR-089,CASE-0029,397.10,2026-02-05
DONATION-0937,DONOR-083,CASE-0466,1316.97,2026-08-12
DONATION-0938,DONOR-023,CASE-0256,318.86,2026-08-03
DONATION-0939,DONOR-040,CASE-0061,2032.70,2026-05-15
DONATION-0940,DONOR-077,CASE-0065,217.89,2026-06-30
DONATION-0941,DONOR-020,CASE-0131,2349.38,2026-09-04
DONATION-0942,DONOR-038,CASE-0088,1790.75,2026-06-02
DONATION-0943,DONOR-038,CASE-0165,149.06,2025-12-19
DONATION-0944,DONOR-034,CASE-0094,2256.68,2025-10-26
DONATION-0945,DONOR-023,CASE-0288,2313.75,2026-08-17
DONATION-0946,DONOR-008,CASE-0248,433.10,2026-04-17
DONATION-0947,DONOR-047,CASE-0158,1565.88,2025-07-15
DONATION-0948,DONOR-087,CASE-0337,1798.04,2026-05-23
DONATION-0949,DONOR-036,CASE-0065,535.33,2026-05-13
DONATION-0950,DONOR-064,CASE-0270,224.13,2026-06-02
DONATION-0951,DONOR-037,CASE-0266,518.05,2026-01-12
DONATION-0952,DONOR-055,CASE-0121,120.79,2026-04-27
DONATION-0953,DONOR-084,CASE-0257,127.44,2026-02-28
DONATION-0954,DONOR-028,CASE-0062,2188.46,2026-09-03
DONATION-0955,DONOR-005,CASE-0277,791.89,2026-03-10
DONATION-0956,DONOR-002,CASE-0493,780.65,2026-06-02
DONATION-0957,DONOR-066,CASE-0098,87.71,2026-06-11
DONATION-0958,DONOR-063,CASE-0316,978.69,2026-03-23
DONATION-0959,DONOR-025,CASE-0424,1111.15,2026-08-06
DONATION-0960,DONOR-039,CASE-0261,1395.72,2026-03-15
DONATION-0961,DONOR-096,CASE-0076,148.24,2026-03-28
DONATION-0962,DONOR-070,CASE-0008,2265.07,2025-06-03
DONATION-0963,DONOR-025,CASE-0492,2370.42,2025-12-07
DONATION-0964,DONOR-031,CASE-0324,1389.16,2026-08-11
DONATION-0965,DONOR-076,CASE-0083,355.85,2026-04-25
DONATION-0966,DONOR-003,CASE-0393,206.23,2026-04-16
DONATION-0967,DONOR-030,CASE-0333,2251.21,2026-09-04
DONATION-0968,DONOR-096,CASE-0296,627.01,2025-10-30
DONATION-0969,DONOR-033,CASE-0157,2481.01,2026-07-06
DONATION-0970,DONOR-013,CASE-0034,179.76,2026-07-23
DONATION-0971,DONOR-044,CASE-0390,953.10,2025-11-22
DONATION-0972,DONOR-015,CASE-0242,311.59,2026-06-21
DONATION-0973,DONOR-059,CASE-0189,1430.67,2025-11-19
DONATION-0974,DONOR-003,CASE-0491,1768.15,2026-08-16
DONATION-0975,DONOR-088,CASE-0274,2219.61,2026-09-02
DONATION-0976,DONOR-009,CASE-0329,2412.87,2026-08-11
DONATION-0977,DONOR-027,CASE-0116,580.07,2026-02-02
DONATION-0978,DONOR-077,CASE-0344,1060.04,2026-09-06
DONATION-0979,DONOR-028,CASE-0338,555.47,2026-07-30
DONATION-0980,DONOR-020,CASE-0253,1179.06,2026-03-11
DONATION-0981,DONOR-011,CASE-0257,311.33,2026-08-23
DONATION-0982,DONOR-075,CASE-0404,779.29,2026-06-07
DONATION-0983,DONOR-073,CASE-0145,826.46,2026-08-17
DONATION-0984,DONOR-045,CASE-0454,1465.99,2026-06-09
DONATION-0985,DONOR-085,CASE-0115,1334.31,2026-05-09
DONATION-0986,DONOR-079,CASE-0333,1440.01,2026-03-05
DONATION-0987,DONOR-052,CASE-0097,1545.27,2026-07-16
DONATION-0988,DONOR-005,CASE-0401,1186.26,2026-08-24
DONATION-0989,DONOR-061,CASE-0357,543.02,2025-11-13
DONATION-0990,DONOR-030,CASE-0232,2010.82,2026-08-20
DONATION-0991,DONOR-019,CASE-0131,2200.85,2026-09-03
DONATION-0992,DONOR-033,CASE-0170,1830.39,2026-07-26
DONATION-0993,DONOR-038,CASE-0006,1274.79,2026-03-18
DONATION-0994,DONOR-072,CASE-0040,925.84,2026-06-28
DONATION-0995,DONOR-025,CASE-0211,1584.68,2026-09-08
DONATION-0996,DONOR-076,CASE-0019,57.87,2026-09-06
DONATION-0997,DONOR-088,CASE-0456,1771.74,2025-12-19
DONATION-0998,DONOR-064,CASE-0323,926.40,2025-12-06
DONATION-0999,DONOR-041,CASE-0399,1170.01,2026-03-21
DONATION-1000,DONOR-098,CASE-0355,705.81,2025-06-22
